text,actual,predicted,latency_sec,ram_gb,vram_gb,prompt_tokens,completion_tokens
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,1.4220337867736816,13.45169448852539,0.0,779,7
"Ada sedikit cacat, selainnya oke",Happy,Happy,0.926870584487915,13.420780181884766,0.0,774,7
Jadi semangat mancing.,Happy,Happy,0.893484354019165,13.38167953491211,0.0,772,7
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,1.1429858207702637,13.347984313964844,0.0,778,7
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,0.860581636428833,13.296546936035156,0.0,782,7
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,0.9879992008209229,13.301082611083984,0.0,775,7
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Happy,3.065807580947876,13.287639617919922,0.0,785,7
Bagus mantab jernih,Happy,Love,0.8308188915252686,13.293415069580078,0.0,773,7
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,0.8120675086975098,13.295860290527344,0.0,781,7
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,1.3375897407531738,13.308834075927734,0.0,800,7
"lumayan lah, buat pemanasan",Happy,Happy,0.9180545806884766,13.303813934326172,0.0,773,7
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,2.098938226699829,13.300907135009766,0.0,783,7
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,1.2056198120117188,13.317447662353516,0.0,794,7
barang bagus dan layanan bagus,Happy,Happy,0.7598209381103516,13.349998474121094,0.0,771,7
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Happy,0.8483343124389648,13.373870849609375,0.0,788,7
"Cepet nyampe, seller oke",Happy,Happy,0.7771854400634766,13.374279022216797,0.0,773,7
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,0.7362747192382812,13.370807647705078,0.0,808,7
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Happy,0.9647586345672607,13.356746673583984,0.0,794,7
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Happy,0.7582757472991943,13.33544921875,0.0,828,7
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Love,0.755704402923584,13.323047637939453,0.0,1003,7
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,0.8153343200683594,13.327342987060547,0.0,780,7
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Happy,0.8063583374023438,13.329891204833984,0.0,799,7
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,0.7711317539215088,13.329273223876953,0.0,779,7
"mantap, bagus dan teba",Happy,Happy,0.7122142314910889,13.336349487304688,0.0,773,7
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,0.7600293159484863,13.280399322509766,0.0,779,7
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,0.8280816078186035,13.31003189086914,0.0,805,7
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Love,1.131791114807129,13.312118530273438,0.0,795,7
