title,actual,predicted,latency_sec,ram_gb,vram_gb
Gunung Sampah di Cilebut Bogor Bikin Sungai Ciliwung Tercemar,0,1,16.988489389419556,11.743598937988281,3.46893310546875
"Tulis 'Orang-Orang Biasa', Andrea Hirata Perjuangkan Pendidikan untuk Kaum Tak Mampu",0,0,5.961885690689087,11.757671356201172,3.46893310546875
"43 Penerbangan Terganggu Asap, Ratusan Penumpang Tujuan Kalimantan Telantar",0,1,5.258563756942749,11.766929626464844,3.46893310546875
"Bicara soal Gading Marten, Gisella Anastasia Menahan Tangis",1,1,5.143946647644043,11.710514068603516,3.46893310546875
Pelatih Leicester Tatap Laga Kontra Man United dengan Kepercayaan Diri Tinggi,0,0,5.84967303276062,11.718582153320312,3.46893310546875
"Terdampak Tol Desari, Jalan Tanah Baru Depok Akan Diperlebar Tahun Ini",0,0,5.7025535106658936,11.713546752929688,3.46893310546875
Polemik PB Djarum vs KPAI yang Berujung Stop Audisi...,1,1,5.2066240310668945,11.1953125,3.46893310546875
Laode Ungkap Banyak Karyawan KPK Menangis Pasca Revisi UU Disahkan,0,0,5.839841842651367,11.165534973144531,3.46893310546875
"Permintaan Terakhir Bocah yang Dibully Hingga Tewas, Fatir Ahmad Sebut Nama Seseorang Agar Ditangkap",1,1,5.36469292640686,11.17877197265625,3.46893310546875
"Habibie Wafat, R80 Diusulkan Jadi Proyek Strategis Nasional",0,0,5.8533947467803955,11.138397216796875,3.46893310546875
Walhi Minta Restorasi Gambut Dievaluasi,0,0,5.692101240158081,11.129619598388672,3.46893310546875
"Soal Perburuan Scudetto, Llorente: Tekanan Ada pada Juventus",0,0,5.698758602142334,11.149375915527344,3.46893310546875
"Ada Petisi Ganti Nama BIJB dengan BJ Habibie, Ridwan Kamil Beri Dukungan",0,1,5.23343825340271,11.157241821289062,3.46893310546875
"Anggaran Bansos Naik, Warga tak Hanya Dapat Beras dan Telur",0,1,5.153840780258179,11.153682708740234,3.46893310546875
Inggris Mengaku Tak Tahu Dalang Serangan Kilang Minyak Saudi,0,1,5.17331075668335,11.080364227294922,3.46893310546875
Ingin Jadi Digital Marketing Sukses? Pastikan Punya Sifat ini,1,1,5.191235542297363,11.03402328491211,3.46893310546875
"Jelang Pernikahan, Hailey Baldwin Dapat Pesta Bachelorette yang Seru dan Nakal!",1,1,5.223330974578857,10.965282440185547,3.46893310546875
"Barbie Kumalasari Bocorkan Honor Sekali Tampil di TV, Tembus Dua Digit!",1,1,5.164789438247681,10.98526382446289,3.46893310546875
"Tak Malu jadi Sugar Baby, Jeane Ajak Sesama Wanita untuk Ikuti Caranya Cari Uang, Mau?",1,1,5.311586618423462,10.982467651367188,3.46893310546875
"Ramal Banyak Artis Narkoba Hingga Cerai Tahun Ini, Roy Kiyoshi: Orangnya Gak Disangka-Sangka",1,1,5.396071434020996,10.982952117919922,3.46893310546875
"Selotip Mulut, Jurnalis KBB-Cimahi Tolak Kekerasan dan RKUHP",0,1,5.208000421524048,10.991714477539062,3.46893310546875
"Penentu Kemenangan Man United, Mason Greenwood Dipuji Solskajer",0,0,5.682613372802734,10.999465942382812,3.46893310546875
"Tumbuh 10 Cm, 'Tanduk Setan' di Kepala Pria India Dioperasi",1,1,5.29706883430481,11.001808166503906,3.46893310546875
