title,actual,predicted,latency_sec,ram_gb,vram_gb
Gunung Sampah di Cilebut Bogor Bikin Sungai Ciliwung Tercemar,0,0,29.26448678970337,13.594104766845703,3.37322998046875
"Tulis 'Orang-Orang Biasa', Andrea Hirata Perjuangkan Pendidikan untuk Kaum Tak Mampu",0,0,10.45076298713684,13.694637298583984,3.37322998046875
"43 Penerbangan Terganggu Asap, Ratusan Penumpang Tujuan Kalimantan Telantar",0,0,9.771416664123535,13.68218994140625,3.37322998046875
"Bicara soal Gading Marten, Gisella Anastasia Menahan Tangis",1,1,9.073827743530273,13.677730560302734,3.37322998046875
Pelatih Leicester Tatap Laga Kontra Man United dengan Kepercayaan Diri Tinggi,0,0,9.264897584915161,13.595359802246094,3.37322998046875
"Terdampak Tol Desari, Jalan Tanah Baru Depok Akan Diperlebar Tahun Ini",0,0,9.536913633346558,13.578189849853516,3.37322998046875
Polemik PB Djarum vs KPAI yang Berujung Stop Audisi...,1,0,9.240397930145264,13.621818542480469,3.37322998046875
Laode Ungkap Banyak Karyawan KPK Menangis Pasca Revisi UU Disahkan,0,1,9.03769040107727,13.572036743164062,3.37322998046875
"Permintaan Terakhir Bocah yang Dibully Hingga Tewas, Fatir Ahmad Sebut Nama Seseorang Agar Ditangkap",1,1,9.324282884597778,13.581134796142578,3.37322998046875
"Habibie Wafat, R80 Diusulkan Jadi Proyek Strategis Nasional",0,0,9.267115831375122,13.57711410522461,3.37322998046875
Walhi Minta Restorasi Gambut Dievaluasi,0,0,9.149455070495605,13.572017669677734,3.37322998046875
"Soal Perburuan Scudetto, Llorente: Tekanan Ada pada Juventus",0,0,9.200235843658447,13.574790954589844,3.37322998046875
"Ada Petisi Ganti Nama BIJB dengan BJ Habibie, Ridwan Kamil Beri Dukungan",0,0,9.583888053894043,13.567497253417969,3.37322998046875
"Anggaran Bansos Naik, Warga tak Hanya Dapat Beras dan Telur",0,0,9.08616018295288,13.55801773071289,3.37322998046875
Inggris Mengaku Tak Tahu Dalang Serangan Kilang Minyak Saudi,0,0,9.090028285980225,13.561283111572266,3.37322998046875
Ingin Jadi Digital Marketing Sukses? Pastikan Punya Sifat ini,1,1,8.718633651733398,13.587993621826172,3.37322998046875
"Jelang Pernikahan, Hailey Baldwin Dapat Pesta Bachelorette yang Seru dan Nakal!",1,1,9.29999828338623,13.610332489013672,3.37322998046875
"Barbie Kumalasari Bocorkan Honor Sekali Tampil di TV, Tembus Dua Digit!",1,1,9.077615737915039,13.564472198486328,3.37322998046875
"Tak Malu jadi Sugar Baby, Jeane Ajak Sesama Wanita untuk Ikuti Caranya Cari Uang, Mau?",1,1,9.31977653503418,13.58456039428711,3.37322998046875
"Ramal Banyak Artis Narkoba Hingga Cerai Tahun Ini, Roy Kiyoshi: Orangnya Gak Disangka-Sangka",1,1,9.346393823623657,13.538337707519531,3.37322998046875
"Selotip Mulut, Jurnalis KBB-Cimahi Tolak Kekerasan dan RKUHP",0,0,9.729483127593994,13.555534362792969,3.37322998046875
"Penentu Kemenangan Man United, Mason Greenwood Dipuji Solskajer",0,0,9.217233419418335,13.547256469726562,3.37322998046875
"Tumbuh 10 Cm, 'Tanduk Setan' di Kepala Pria India Dioperasi",1,1,9.356568813323975,13.532947540283203,3.37322998046875
"Foto Jihyo TWICE Sering Datangi Rumah Kang Daniel, Sudah 7 Bulan Pacaran?",1,1,9.156757116317749,13.541217803955078,3.37322998046875
"Akibat Kabut Asap, Citilink Gagal Mendarat di Aek Godang",0,0,9.779284954071045,13.529838562011719,3.37322998046875
"Si Bodat ini Serahkan Perawan Pacar Buat Teman, Setelah Itu Digilir",1,1,8.916633605957031,13.535926818847656,3.37322998046875
"40 Persen Dewan Ciamis Gadaikan SK, Ketua: Daripada Mencuri Uang Negara",0,1,9.08770203590393,13.541496276855469,3.37322998046875
KPU Ajukan Rp 17 M untuk Pilwakot Solo 2020,0,0,9.499571800231934,13.526557922363281,3.37322998046875
"Sinopsis Drama STILL 17 Episode 25, Titik Cerah Pencarian Shin Hye Sun",0,1,9.143080711364746,13.55600357055664,3.37322998046875
"Hindari Konsumsi Madu pada Bayi, Ini Alasannya",1,0,9.242565393447876,13.575187683105469,3.37322998046875
"Tampil Cantik saat Kondangan, Ini 4 Inspirasi Dress untuk Hijabers",1,1,9.047359943389893,13.572158813476562,3.37322998046875
"Data Pelanggan Lion Air Bocor, Menkominfo Sebut Bukti Urgensi RUU PDP",0,0,9.754748106002808,13.529621124267578,3.37322998046875
BWA Targetkan 1 Juta Wakaf Alquran ,0,0,9.62666654586792,13.566841125488281,3.37322998046875
Densus 88 Polri Gerebek Rumah Terduga Teroris di Cilincing Jakut,0,0,10.229154586791992,13.266281127929688,3.37322998046875
OJK Hentikan Sementara Pendaftaran Investasi Reksa Dana Tunggal,0,0,9.279034852981567,13.260124206542969,3.37322998046875
"3 Fakta Raymond Hartanto, Adik Boy William yang Meninggal Dunia",1,0,9.177223682403564,13.221797943115234,3.37322998046875
"Emil akan Lelang Jabatan Sekda, Buka Peluang Non-ASN",0,1,8.815243005752563,13.214042663574219,3.37322998046875
Tips Bagi yang Berniat Memelihara VW Kodok ,1,0,9.110846996307373,13.244941711425781,3.37322998046875
BI Dorong Indonesia jadi Pemain Utama di Industri Halal Dunia,0,0,9.35951852798462,13.236488342285156,3.37322998046875
"Revisi Buku Pendidikan, BPIP akan Diskusi dengan Sejarawan",0,0,9.061332702636719,13.24276351928711,3.37322998046875
Dompet Dhuafa Kirim Tim Jaga Kebersihan Rumah Alm Habibie,0,1,8.75615382194519,13.261810302734375,3.37322998046875
"Bayi Meninggal Diduga Terkena ISPA, Gubernur Sumsel Sarankan Autopsi",0,0,9.706791162490845,13.277580261230469,3.37322998046875
"Per Senin, Polisi Tetapkan 189 Tersangka Karhutla di Sumatera dan Kalimantan",0,0,9.754741191864014,13.23812484741211,3.37322998046875
"BTS Kejutkan Fans dengan Bikin Akun TikTok, Intip Dua Video Postingannya",1,1,8.90535569190979,13.245563507080078,3.37322998046875
"Pembayaran Klaim Asuransi Meningkat 8,21 Persen",0,0,9.341708421707153,13.253498077392578,3.37322998046875
" Sempat Dicap Artis Sensasi, Bella Shofie Akui Cinta Tugas Barunya Kerja Pakai Hati",1,1,9.284272193908691,13.244998931884766,3.37322998046875
Titik Api Kembali Muncul di Hutan Lereng Gunung Slamet,0,0,9.258113145828247,13.297775268554688,3.37322998046875
Menteri LHK Minta Malaysia Objektif Soal Kabut Asap ,0,0,9.265676736831665,13.253253936767578,3.37322998046875
"Unggah Video Ahmad Dhani Bersama Anak, Mulan Jameela Kangen?",1,1,9.006056547164917,13.309322357177734,3.37322998046875
      Ketika Teroris Serang Kilang Minyak Saudi Aramco Pakai Drone,1,0,9.328415870666504,13.287921905517578,3.37322998046875
"Revisi UU KPK, Mahfud MD: Saatnya Jokowi Undang Pimpinan KPK",0,0,9.540144443511963,13.330696105957031,3.37322998046875
WWF Samakan Kebakaran Hutan di Indonesia dengan Amazon,0,1,8.603930473327637,13.340862274169922,3.37322998046875
