text,actual,predicted,latency_sec,ram_gb,vram_gb,prompt_tokens,completion_tokens
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,2.348278760910034,12.984970092773438,0.0,1167,7
"Ada sedikit cacat, selainnya oke",Happy,Sadness,4.268388748168945,12.92850112915039,0.0,1163,8
Jadi semangat mancing.,Happy,Happy,2.85432505607605,12.94271469116211,0.0,1159,7
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,2.4777402877807617,13.139045715332031,0.0,1167,7
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,5.546138525009155,13.267093658447266,0.0,1171,7
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,4.151419639587402,13.135906219482422,0.0,1164,7
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Happy,4.548509836196899,13.111347198486328,0.0,1175,7
Bagus mantab jernih,Happy,Happy,3.3100435733795166,13.100914001464844,0.0,1162,7
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,2.846464157104492,13.154098510742188,0.0,1170,7
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,3.4583754539489746,13.151771545410156,0.0,1187,7
"lumayan lah, buat pemanasan",Happy,Happy,3.1532328128814697,13.182723999023438,0.0,1163,7
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,2.8294315338134766,13.2359619140625,0.0,1173,7
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,3.5961220264434814,13.158687591552734,0.0,1179,7
barang bagus dan layanan bagus,Happy,Happy,2.9374840259552,6.764049530029297,0.0,1160,7
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Anger,3.7761220264434814,13.158687591552734,0.0,1165,8
"Cepet nyampe, seller oke",Happy,Happy,2.5735666751861572,9.378353118896484,0.0,1162,7
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,3.4650819301605225,13.271961212158203,0.0,1189,7
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Happy,3.440690755844116,13.28057861328125,0.0,1181,7
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Sadness,7.626849174499512,13.299858093261719,0.0,1208,8
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Love,4.275490999221802,13.316028594970703,0.0,1380,7
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,2.9570791721343994,13.356971740722656,0.0,1169,7
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Happy,3.7915754318237305,13.405899047851562,0.0,1185,7
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,3.590496301651001,13.373153686523438,0.0,1169,7
"mantap, bagus dan teba",Happy,Happy,3.5629119873046875,13.390357971191406,0.0,1162,7
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,2.4235475063323975,13.80508041381836,0.0,1168,7
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,3.5977296829223633,13.889583587646484,0.0,1192,7
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Love,4.257481098175049,13.98270034790039,0.0,1185,7
Bagus dan ini order saya yang kedua.,Happy,Happy,3.2363226413726807,13.97152328491211,0.0,1163,7
Teksturnya creamy. Gampang dipakai. Packaging aman ??.,Happy,Happy,5.757029056549072,13.986961364746094,0.0,1167,7
"masker bagus,sesuai harga`",Happy,Happy,3.1250648498535156,13.666679382324219,0.0,1164,7
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,Love,3.8959639072418213,13.376117706298828,0.0,1176,7
respon baik mutu lumayan hrg terjangkau,Happy,Happy,3.264986753463745,13.508193969726562,0.0,1165,7
Kualitas Produk Bagus. Produk Sesuai,Happy,Happy,2.525160074234009,13.518741607666016,0.0,1165,7
"Bahan bagus, kain bisa melebar dan elastis",Happy,Happy,3.156151533126831,13.619972229003906,0.0,1166,7
"Cepat, rapih dan aman. Saya mau beli lagi nanti ya",Happy,Happy,3.069202184677124,13.592586517333984,0.0,1170,7
Cepat dan packing amanah bgt.kualitas susu sdh terjamin enak dan bermanfaat.thanks.,Happy,Love,5.504792928695679,13.552974700927734,0.0,1176,7
barang telah sampai dengan packaging yg bagus,Happy,Happy,2.8270061016082764,13.444694519042969,0.0,1162,7
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Happy,Happy,4.388902425765991,13.405284881591797,0.0,1174,7
"bagus, bisa nempel di kayu",Happy,Happy,2.74263858795166,13.405799865722656,0.0,1163,7
"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).",Happy,Happy,3.314323902130127,13.404266357421875,0.0,1208,7
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Happy,Love,4.041353464126587,13.40164566040039,0.0,1187,7
Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,Happy,Happy,4.337669849395752,13.414180755615234,0.0,1192,7
Pertama x custom dan hasil ny sesuai request,Happy,Happy,2.581899642944336,13.419315338134766,0.0,1164,7
mantap paten joss,Happy,Love,5.08477258682251,13.42355728149414,0.0,1161,7
packing rapih aman makasih,Happy,Happy,2.770087480545044,13.432628631591797,0.0,1162,7
warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,Sadness,Sadness,3.7454278469085693,13.634449005126953,0.0,1178,8
Ada 1 shade yg salah kirim,Sadness,Sadness,3.360975980758667,13.649120330810547,0.0,1163,8
barang biasa aja ...bahan kurang bgitu bagus,Sadness,Sadness,4.359406232833862,13.54239273071289,0.0,1164,8
