text,actual,predicted,latency_sec,ram_gb,vram_gb,prompt_tokens,completion_tokens
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,2.4840829372406006,14.838653564453125,0.0,1451,7
"Ada sedikit cacat, selainnya oke",Happy,Sadness,2.123579978942871,14.802989959716797,0.0,1446,8
Jadi semangat mancing.,Happy,Happy,1.2205393314361572,14.843433380126953,0.0,1444,7
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,1.8289098739624023,15.057209014892578,0.0,1450,7
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,7.300137281417847,14.929588317871094,0.0,1454,7
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,1.7755141258239746,14.976860046386719,0.0,1447,7
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Happy,1.319406270980835,14.676773071289062,0.0,1457,7
Bagus mantab jernih,Happy,Happy,1.5041077136993408,14.284942626953125,0.0,1445,7
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,0.761528730392456,14.120704650878906,0.0,1453,7
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,1.2214453220367432,13.962383270263672,0.0,1472,7
"lumayan lah, buat pemanasan",Happy,Happy,1.2096099853515625,13.55029296875,0.0,1445,7
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,0.7958598136901855,13.555717468261719,0.0,1455,7
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,1.204801321029663,13.505966186523438,0.0,1466,7
barang bagus dan layanan bagus,Happy,Happy,0.6940202713012695,13.528167724609375,0.0,1443,7
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Happy,0.7336549758911133,13.471607208251953,0.0,1460,7
"Cepet nyampe, seller oke",Happy,Happy,0.7802271842956543,13.466232299804688,0.0,1445,7
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,0.7309722900390625,13.460670471191406,0.0,1480,7
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Happy,1.0163507461547852,13.463016510009766,0.0,1466,7
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Fear,1.4049041271209717,13.532764434814453,0.0,1500,7
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Love,0.9455952644348145,13.604415893554688,0.0,1675,7
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,0.7490055561065674,13.565776824951172,0.0,1452,7
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Love,1.2061254978179932,13.570735931396484,0.0,1471,7
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,1.1983587741851807,13.570575714111328,0.0,1451,7
"mantap, bagus dan teba",Happy,Happy,1.2017102241516113,13.621021270751953,0.0,1445,7
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,1.2023117542266846,13.600791931152344,0.0,1451,7
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,1.2401905059814453,13.67953872680664,0.0,1477,7
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Happy,0.8373892307281494,13.650875091552734,0.0,1467,7
Bagus dan ini order saya yang kedua.,Happy,Happy,1.102757215499878,13.486351013183594,0.0,1446,7
Teksturnya creamy. Gampang dipakai. Packaging aman ??.,Happy,Happy,1.194397211074829,13.546276092529297,0.0,1452,7
"masker bagus,sesuai harga`",Happy,Happy,1.0489370822906494,13.56003189086914,0.0,1446,7
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,Love,1.2196805477142334,13.53891372680664,0.0,1460,7
respon baik mutu lumayan hrg terjangkau,Happy,Happy,0.8753087520599365,13.557357788085938,0.0,1449,7
Kualitas Produk Bagus. Produk Sesuai,Happy,Happy,0.7427947521209717,13.494216918945312,0.0,1448,7
"Bahan bagus, kain bisa melebar dan elastis",Happy,Happy,0.773348331451416,13.467594146728516,0.0,1449,7
"Cepat, rapih dan aman. Saya mau beli lagi nanti ya",Happy,Happy,0.7566890716552734,13.437427520751953,0.0,1452,7
Cepat dan packing amanah bgt.kualitas susu sdh terjamin enak dan bermanfaat.thanks.,Happy,Happy,0.7339935302734375,13.317672729492188,0.0,1461,7
barang telah sampai dengan packaging yg bagus,Happy,Happy,0.7389822006225586,13.310688018798828,0.0,1445,7
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Happy,Happy,1.1543257236480713,13.306636810302734,0.0,1458,7
"bagus, bisa nempel di kayu",Happy,Happy,0.7379000186920166,13.330860137939453,0.0,1447,7
"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).",Happy,Happy,0.8129348754882812,13.319618225097656,0.0,1491,7
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Happy,Love,1.6069433689117432,13.3148193359375,0.0,1473,7
Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,Happy,Happy,0.8175618648529053,13.350215911865234,0.0,1475,7
