text,actual,predicted,latency_sec,ram_gb,vram_gb
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,26.376193046569824,13.95034408569336,3.4342689514160156
"Ada sedikit cacat, selainnya oke",Happy,Happy,11.327998638153076,13.950599670410156,3.4342689514160156
Jadi semangat mancing.,Happy,Happy,5.055115222930908,13.96371078491211,3.4342689514160156
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,4.601268291473389,13.962398529052734,3.4342689514160156
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,5.227535724639893,13.943275451660156,3.4342689514160156
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,4.573835849761963,13.998775482177734,3.4342689514160156
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Happy,5.213925361633301,13.918083190917969,3.4342689514160156
Bagus mantab jernih,Happy,Happy,4.488412618637085,13.94873046875,3.4342689514160156
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,4.665034532546997,13.956058502197266,3.4342689514160156
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,5.600503206253052,13.461189270019531,3.4342689514160156
"lumayan lah, buat pemanasan",Happy,Happy,4.590740442276001,13.414058685302734,3.4342689514160156
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,4.724238395690918,13.380008697509766,3.4342689514160156
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,5.048685073852539,13.378456115722656,3.4342689514160156
barang bagus dan layanan bagus,Happy,Happy,5.147928476333618,13.343276977539062,3.4342689514160156
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Happy,5.273593187332153,13.345870971679688,3.4342689514160156
"Cepet nyampe, seller oke",Happy,Happy,4.704036474227905,13.35213851928711,3.4342689514160156
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,5.886650800704956,13.485904693603516,3.4342689514160156
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Love,5.915783643722534,13.99349594116211,3.4342689514160156
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Fear,6.346246719360352,13.215370178222656,3.4342689514160156
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Love,8.340023279190063,13.305248260498047,3.4342689514160156
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,4.558378458023071,13.30141830444336,3.4342689514160156
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Happy,5.446601390838623,13.149574279785156,3.4342689514160156
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,4.597078800201416,13.233573913574219,3.4342689514160156
"mantap, bagus dan teba",Happy,Happy,5.195357322692871,13.163887023925781,3.4342689514160156
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,5.122679710388184,13.159019470214844,3.4342689514160156
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,5.517953157424927,13.159614562988281,3.4342689514160156
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Love,4.885032653808594,13.153900146484375,3.4342689514160156
Bagus dan ini order saya yang kedua.,Happy,Happy,4.910253286361694,13.138282775878906,3.4342689514160156
Teksturnya creamy. Gampang dipakai. Packaging aman ??.,Happy,Happy,4.9820451736450195,13.1240234375,3.4342689514160156
"masker bagus,sesuai harga`",Happy,Happy,4.497657060623169,13.139518737792969,3.4342689514160156
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,Love,4.882333517074585,13.122745513916016,3.4342689514160156
