text,actual,predicted,latency_sec,ram_gb,vram_gb
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,31.71899151802063,12.195907592773438,3.43377685546875
"Ada sedikit cacat, selainnya oke",Happy,Happy,5.5363450050354,12.437675476074219,3.43377685546875
Jadi semangat mancing.,Happy,Happy,4.598764181137085,12.452163696289062,3.43377685546875
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,4.650538206100464,12.432140350341797,3.43377685546875
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,5.406861305236816,12.334335327148438,3.43377685546875
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,4.687757730484009,12.31796646118164,3.43377685546875
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Happy,5.192277908325195,12.32773208618164,3.43377685546875
Bagus mantab jernih,Happy,Happy,5.360992908477783,12.298328399658203,3.43377685546875
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,5.59984827041626,12.578136444091797,3.43377685546875
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,5.874531269073486,12.4921875,3.43377685546875
"lumayan lah, buat pemanasan",Happy,Happy,5.312602758407593,12.488006591796875,3.43377685546875
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,5.4106433391571045,12.456859588623047,3.43377685546875
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Love,5.173945188522339,12.280227661132812,3.43377685546875
barang bagus dan layanan bagus,Happy,Happy,5.366831064224243,12.294784545898438,3.43377685546875
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Love,5.1385178565979,12.28586196899414,3.43377685546875
"Cepet nyampe, seller oke",Happy,Happy,5.559842586517334,12.295452117919922,3.43377685546875
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,5.965734004974365,12.238384246826172,3.43377685546875
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Happy,5.730732202529907,12.205154418945312,3.43377685546875
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Happy,5.466707706451416,12.15936279296875,3.43377685546875
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Happy,9.206070184707642,12.025192260742188,3.43377685546875
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,4.582095384597778,12.006637573242188,3.43377685546875
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Happy,5.695056676864624,12.129383087158203,3.43377685546875
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,4.8081769943237305,12.189338684082031,3.43377685546875
"mantap, bagus dan teba",Happy,Happy,4.60343599319458,12.147998809814453,3.43377685546875
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,5.2802324295043945,12.135673522949219,3.43377685546875
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,5.205125570297241,12.09006118774414,3.43377685546875
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Happy,5.109196662902832,12.08071517944336,3.43377685546875
Bagus dan ini order saya yang kedua.,Happy,Happy,4.633095026016235,12.078987121582031,3.43377685546875
Teksturnya creamy. Gampang dipakai. Packaging aman ??.,Happy,Happy,5.299260854721069,12.058879852294922,3.43377685546875
"masker bagus,sesuai harga`",Happy,Happy,5.2585790157318115,12.061820983886719,3.43377685546875
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,Happy,5.70109748840332,12.065788269042969,3.43377685546875
respon baik mutu lumayan hrg terjangkau,Happy,Happy,4.68497109413147,12.067863464355469,3.43377685546875
Kualitas Produk Bagus. Produk Sesuai,Happy,Happy,4.624780893325806,12.147789001464844,3.43377685546875
"Bahan bagus, kain bisa melebar dan elastis",Happy,Happy,4.735701322555542,12.158611297607422,3.43377685546875
"Cepat, rapih dan aman. Saya mau beli lagi nanti ya",Happy,Happy,5.5544397830963135,12.220191955566406,3.43377685546875
Cepat dan packing amanah bgt.kualitas susu sdh terjamin enak dan bermanfaat.thanks.,Happy,Love,5.392651319503784,12.200996398925781,3.43377685546875
barang telah sampai dengan packaging yg bagus,Happy,Happy,5.254489421844482,12.197742462158203,3.43377685546875
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Happy,Happy,5.330916166305542,12.191158294677734,3.43377685546875
"bagus, bisa nempel di kayu",Happy,Happy,4.579433441162109,12.18423080444336,3.43377685546875
"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).",Happy,Happy,5.401585578918457,12.181690216064453,3.43377685546875
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Happy,Love,5.707129955291748,12.22561264038086,3.43377685546875
Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,Happy,Happy,5.203916549682617,12.21707534790039,3.43377685546875
Pertama x custom dan hasil ny sesuai request,Happy,Love,5.23835015296936,12.22311782836914,3.43377685546875
mantap paten joss,Happy,Happy,4.59748387336731,12.220100402832031,3.43377685546875
packing rapih aman makasih,Happy,Happy,4.992820501327515,12.201499938964844,3.43377685546875
warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,Sadness,Fear,5.0529704093933105,12.190929412841797,3.43377685546875
Ada 1 shade yg salah kirim,Sadness,Anger,4.806272268295288,12.15768814086914,3.43377685546875
barang biasa aja ...bahan kurang bgitu bagus,Sadness,Sadness,4.821536302566528,12.155128479003906,3.43377685546875
Jahitannya berantakan banget. gak kenceng aku benyeng dikit udah pada copot jahitannya...sedih,Sadness,Sadness,5.318148374557495,12.14474105834961,3.43377685546875
"bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro-boro ada penjelasan. seller g asiiiik g bs d ajak komunikasi",Sadness,Sadness,5.393301486968994,12.118389129638672,3.43377685546875
"Packingnya cm kresek krg aman, jd pas dateng peot pdhl buat d jual, haduhh..",Sadness,Sadness,5.8749659061431885,12.073249816894531,3.43377685546875
"Kecewa dengan waktu pengiriman. Order jam 11.52 sengaja pilih sameday biar hari itu juga sampainya karena butuh cepat gendongan ini. Malah dikirim hari berikutnya. Kalau tidak bisa kirim di hari yang sama, tidak perlu diaktifkan pilihan kurir samedaynya. Atau infokan, untuk sameday itu maksimal order jam berapa baru bisa dikirim di hari yang sama.",Sadness,Sadness,6.726174592971802,12.072135925292969,3.43377685546875
"Dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. Lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an",Sadness,Anger,5.603304862976074,12.070022583007812,3.43377685546875
"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Sadness,Sadness,5.825471878051758,12.075321197509766,3.43377685546875
balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,Sadness,Sadness,5.856894254684448,12.07028579711914,3.43377685546875
Batre tidak sesuai ukuran dan tidak ada nano receiver.,Sadness,Fear,5.645625829696655,12.070297241210938,3.43377685546875
"overpriced.. analisanya kurang dalam. kualitas hard cover kurang bagus, .masa begitu sampe lgsg penyok",Sadness,Anger,5.877736330032349,12.057113647460938,3.43377685546875
boros batre,Sadness,Anger,5.397926330566406,12.031967163085938,3.43377685546875
yg micro ini sering rusak coba di tingkatkn lg kualitasnya,Sadness,Anger,5.471576929092407,12.021625518798828,3.43377685546875
sambungannya tidak rapih..,Sadness,Anger,4.772294044494629,12.039794921875,3.43377685546875
"Barang sampai dengan selamat, mic berfungsi tapi emang kualitasnya tidak sampai bisa meredam suara di sekitar",Sadness,Fear,5.6764397621154785,12.036033630371094,3.43377685546875
kurang bagus,Sadness,Sadness,5.364293336868286,12.037277221679688,3.43377685546875
model lumayan kren tapi kecewa di batre senternya hnya bertahan skitar 3 jam aja.,Sadness,Sadness,5.545579433441162,12.036144256591797,3.43377685546875
tidak berfugsi,Sadness,Sadness,4.765810489654541,12.028919219970703,3.43377685546875
Baru seminggu pemakaian sudah tidak bisa nyala sebelah,Sadness,Sadness,4.86102294921875,12.027542114257812,3.43377685546875
"Barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah",Sadness,Anger,5.993345022201538,12.028976440429688,3.43377685546875
barang dikrm beda dgn yg pesan,Sadness,Fear,4.601085186004639,12.025951385498047,3.43377685546875
"Beli 3 barang, hanya dikirim 2. Saat komplain dijanjikan barang akan dikirim yg kurangnya. Ternyata dikembalikan uang. Sangat mengecewakan. Sepertinya tidak mau rugi bayar ongkir lagi,jd barang tdk dikirim.",Sadness,Sadness,6.195462465286255,12.029365539550781,3.43377685546875
"Barang yang sampai cacat, tidak ngisi baterai stick nya",Sadness,Sadness,4.920628070831299,12.026611328125,3.43377685546875
Sangat kecewa dengan barang yg di terima segel Samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelaatiknya yg makin parah layar banyak sidik jari tertinggal baru buka curiga curang tokonya barang mukin di tukar2 sama yg kw seperti Kepala carger kabel dll hati2 di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau Kaka dari sana dari sana kalo dari Samsung asli sesuai pembicaraan buat apa Samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas,Sadness,Fear,7.516322612762451,12.019329071044922,3.43377685546875
Paking tidak rapih jebol,Sadness,Anger,5.506593465805054,12.077888488769531,3.43377685546875
Ada kekecewaan ketika lihat brg datang.....Aq pikir barang beda dgn Fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke Aq mlah beda.,Sadness,Sadness,6.164332151412964,12.078010559082031,3.43377685546875
"kecewa dengan pelayanan toko ini, Dan nyesal denga toko ini, paket lama datang, dah itu paket tidak sampai di tempat tujuan. kalau boleh saya sarankan kepada pembeli lainnya, jangan pesan lagi deh ,barang disini, mereka tidak bertanggung jawab,",Sadness,Sadness,6.370703458786011,12.074333190917969,3.43377685546875
"barang dibungkus pakai bubblewarp, trs pecah gatau dari jasa kirimnya atau pengemasannya, selain itu jasa kirimnya lama bgt asli, lumayan kecewa",Sadness,Sadness,6.130419731140137,12.101211547851562,3.43377685546875
ujung buku rusak.. padahal sudah mahal beli buku import,Sadness,Anger,4.896563768386841,12.100669860839844,3.43377685546875
"baru pakai beberapa kali, sponnya terpisah jadi 3, lemnya tidak bagus",Sadness,Sadness,4.943183422088623,12.088905334472656,3.43377685546875
ukurannya tidak sesuai..pesan 5x7 dikirim 4x6,Sadness,Sadness,4.8995680809021,12.039306640625,3.43377685546875
Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,Sadness,Sadness,5.897670745849609,12.023555755615234,3.43377685546875
Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,Sadness,Sadness,6.3760826587677,12.014324188232422,3.43377685546875
"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech",Sadness,Sadness,6.029971599578857,12.063053131103516,3.43377685546875
"Packing kurang rapih, pinggir buku menjadi rusak",Sadness,Sadness,5.4944007396698,12.065505981445312,3.43377685546875
Bahan sangat mudah bengkok pdhl hanya sepatu & sambungan mudah lepas.,Sadness,Sadness,4.960515737533569,12.063308715820312,3.43377685546875
infra red nya jelek suka mental ke mana2,Sadness,Anger,5.498131036758423,12.058364868164062,3.43377685546875
lambat,Sadness,Fear,5.204930782318115,12.05685043334961,3.43377685546875
tipis bgt,Sadness,Sadness,4.826467275619507,12.054546356201172,3.43377685546875
"kecewa sekali ada 10 lembar warnanya beda memang sekilas bentuk dan motif sama tpi saat mau dipasang beda sekali, rate barang 8/10 rate penjual 4/10",Sadness,Sadness,6.027074337005615,12.0135498046875,3.43377685546875
kacamata sangat rentan. dipakai sekali patah. karena bagian karet dengan plastiknya menempel dengan kaitan kecil saja. sehingga mudah patah ..,Sadness,Sadness,5.389584302902222,12.020484924316406,3.43377685546875
"Packing tdk ada, sudah tau pengiriman jauh tp tdk dilapisi pelindung. Sisi2 sudut barang rusak",Sadness,Anger,5.908958435058594,12.059772491455078,3.43377685546875
kecewa bagt. barang yg di kirim tidak sesuai. masih kurang 3 lagi. padahal uda langganan ko malah kecewain gitu...uda komplin ko malah ga respon ya..,Sadness,Sadness,6.12568211555481,12.111907958984375,3.43377685546875
saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,Sadness,Sadness,5.674589395523071,12.223644256591797,3.43377685546875
wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,Fear,Anger,6.359208106994629,12.282707214355469,3.43377685546875
"mohon maaf dikasih rating segini, karena barang yg dikirim tidak sesuai dan tidak ada follow up untuk penggantian barang, semoga kedepan dapat ditindak lanjuti, terima kasih banyak sebelumnya",Fear,Sadness,5.635979890823364,12.290996551513672,3.43377685546875
"pembelian ke 2 beda 10 hari aja, kenapa pelet maxi nya beda ya, lebih kecil2 dr biasanya dan warna lebih gelap. aroma juga beda.",Fear,Sadness,5.430068492889404,12.362308502197266,3.43377685546875
Barangnya ga ada,Fear,Sadness,4.904881000518799,12.353294372558594,3.43377685546875
"Bahan plastiknya tdk stretch, kaku dan tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended",Fear,Sadness,6.1409759521484375,12.15926742553711,3.43377685546875
"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",Fear,Anger,5.345211505889893,12.165458679199219,3.43377685546875
PO udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim .. cuman sampe skrg udh akhir bulan juni blm terima juga � di chat gak balas???,Fear,Anger,6.05770206451416,12.166313171386719,3.43377685546875
"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Fear,Sadness,6.383888483047485,12.166637420654297,3.43377685546875
kemasan hancurrr pecah berantakan... ga jadi kepakai... ssmoga kedepannya lebih safety lagi packingnya...,Fear,Anger,5.973975658416748,12.13992691040039,3.43377685546875
pengiriman pertama sudah expired. barang diganti baru tp expired nya terlalu mepet (jarak 3 bulan ke tanggal expired). seharusnya dicek dulu sebelum dikirim ke pembeli.,Fear,Anger,6.161754369735718,12.102493286132812,3.43377685546875
tidak sesuai,Fear,Fear,4.72442364692688,12.088062286376953,3.43377685546875
"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",Fear,Sadness,6.973456621170044,12.104244232177734,3.43377685546875
barang datang tidak lengkap. yidak akan pernah belanja lagi di toko remi loreal,Fear,Sadness,5.557657480239868,12.067047119140625,3.43377685546875
Hari ini baru terpasang. Ternyata ada satu palang yg ukuran pendek cacat..bengkok dan cedok bekas besi ditekuk..akhirnya saya pindah posisi palang tersebut dibagian tengah dalam..secara keseluruhan barang baik. Mungkin perlu ditingkatkan QC nya saja.,Fear,Sadness,6.352076530456543,12.062572479248047,3.43377685546875
"Admin toko ini tdk punya sopan santun, bukannya cari solusi msalah, ini malah emosional dan hina pembeli. , gk pnya etika dan gk sekolah x, ,",Fear,Anger,6.040525197982788,12.052864074707031,3.43377685546875
gk ada plat besinya...cm ada label merk bahan,Fear,Fear,5.289378881454468,12.062129974365234,3.43377685546875
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,Fear,Fear,5.251998424530029,12.063087463378906,3.43377685546875
"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",Fear,Anger,6.048208475112915,12.061481475830078,3.43377685546875
"barangnya gak sesuai gambar, biasa aja, pantes hrg murah",Fear,Sadness,5.550438165664673,12.067070007324219,3.43377685546875
"kartu tidak terdeteksi jadi jam gk cocok, sudah coba2 cari di yutube tutorial tetap gk bisa.... akhirnya nyesel deh beli :(",Fear,Sadness,6.037566661834717,12.062744140625,3.43377685546875
Produk nya bocor karena packing nya krg bgs. Dr dus luar nya aja basah sampe ke dlm. Isi botol habis stengah nya. Mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,Fear,Sadness,6.0274271965026855,12.06100082397461,3.43377685546875
"Barang yang dikirimkan tidak sesuai dengan orderan saya, ditanya pihak maxim tidak ada balasan sama sekali hanya dibaca saja. Dari pihak Tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke Maxim. Lalu barang saya yang kurang bagaimana? Tokopedia bilang dichat saja. Pintar sekali jawabannya. Sudah saya komplain kalo penjual tidak merespon. Bobrok sekali sistemnya.",Fear,Anger,6.997204303741455,12.061431884765625,3.43377685546875
"Koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. Pdhal beli pilihan yg paling mahal. Apa saya saja yg terima barang spt ini?",Fear,Sadness,6.092121839523315,12.039737701416016,3.43377685546875
"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, Saya beli 2 tetapi lampu Mati satu dan tidak lengkap",Fear,Sadness,5.322545528411865,12.041332244873047,3.43377685546875
barang tidak sampai. tdk ada solusi,Fear,Fear,5.273113250732422,12.042129516601562,3.43377685546875
beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,Fear,Anger,5.899684906005859,12.027828216552734,3.43377685546875
"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended.",Fear,Anger,6.73430323600769,12.139137268066406,3.43377685546875
"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Fear,Sadness,5.947836875915527,12.242008209228516,3.43377685546875
