text,actual,predicted,latency_sec,ram_gb,vram_gb,prompt_tokens,completion_tokens
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,2.0443286895751953,14.82021713256836,0.0,1160,7
"Ada sedikit cacat, selainnya oke",Happy,Happy,0.8544743061065674,14.818523406982422,0.0,1155,7
Jadi semangat mancing.,Happy,Happy,0.8559777736663818,14.692852020263672,0.0,1153,7
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,0.8886492252349854,14.602420806884766,0.0,1159,7
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,0.84633469581604,14.549736022949219,0.0,1163,7
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,0.9846289157867432,14.650062561035156,0.0,1156,7
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Happy,0.7817723751068115,14.571922302246094,0.0,1166,7
Bagus mantab jernih,Happy,Happy,0.7582945823669434,14.4407958984375,0.0,1154,7
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,0.8798682689666748,14.4688720703125,0.0,1162,7
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,0.8803038597106934,14.446022033691406,0.0,1181,7
"lumayan lah, buat pemanasan",Happy,Happy,0.7296924591064453,14.451496124267578,0.0,1154,7
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,0.8337433338165283,14.393234252929688,0.0,1164,7
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,0.7603976726531982,14.387832641601562,0.0,1175,7
barang bagus dan layanan bagus,Happy,Happy,1.2256817817687988,14.399017333984375,0.0,1152,7
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Happy,0.7202653884887695,14.415279388427734,0.0,1169,7
"Cepet nyampe, seller oke",Happy,Happy,0.7727060317993164,14.04718017578125,0.0,1154,7
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,1.863290548324585,14.34561538696289,0.0,1189,7
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Happy,0.9053049087524414,14.182247161865234,0.0,1175,7
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Fear,0.7267932891845703,14.12765121459961,0.0,1209,7
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Love,1.472193717956543,14.117301940917969,0.0,1384,7
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,0.9551150798797607,14.110580444335938,0.0,1161,7
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Love,0.8003675937652588,14.15927505493164,0.0,1180,7
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,0.7536013126373291,14.153396606445312,0.0,1160,7
"mantap, bagus dan teba",Happy,Happy,0.772390604019165,14.140819549560547,0.0,1154,7
