text,actual,predicted,latency_sec,ram_gb,vram_gb,prompt_tokens,completion_tokens
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,2.432795524597168,11.757061004638672,0.0,1722,16
"Ada sedikit cacat, selainnya oke",Happy,Fear,1.0313456058502197,11.769577026367188,0.0,1717,16
Jadi semangat mancing.,Happy,Happy,1.7506380081176758,11.760147094726562,0.0,1715,16
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,1.001816987991333,11.892715454101562,0.0,1721,16
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,0.9453628063201904,11.86737060546875,0.0,1725,16
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,1.716552495956421,11.819942474365234,0.0,1718,16
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Love,1.166907548904419,11.775428771972656,0.0,1728,16
Bagus mantab jernih,Happy,Happy,1.1496379375457764,11.706413269042969,0.0,1716,16
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,1.6893446445465088,11.743492126464844,0.0,1724,16
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,1.263045072555542,12.04891586303711,0.0,1743,16
"lumayan lah, buat pemanasan",Happy,Happy,1.2061891555786133,11.99942398071289,0.0,1716,16
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,1.0408010482788086,11.983768463134766,0.0,1726,16
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,1.0394749641418457,11.988422393798828,0.0,1737,16
barang bagus dan layanan bagus,Happy,Happy,1.324859857559204,11.988624572753906,0.0,1714,16
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Happy,2.0197794437408447,12.070781707763672,0.0,1731,16
"Cepet nyampe, seller oke",Happy,Happy,1.035750150680542,12.138065338134766,0.0,1716,16
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,1.0474460124969482,12.148448944091797,0.0,1751,16
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Happy,1.2008945941925049,12.14754867553711,0.0,1737,16
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Fear,0.9029619693756104,12.1461181640625,0.0,1771,16
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Love,0.884652853012085,12.07468032836914,0.0,1946,16
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,1.0604360103607178,12.088050842285156,0.0,1723,16
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Love,1.0006749629974365,11.988929748535156,0.0,1742,16
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,1.1589601039886475,11.982147216796875,0.0,1722,16
"mantap, bagus dan teba",Happy,Happy,1.0000238418579102,11.927383422851562,0.0,1716,16
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,1.662045955657959,11.919662475585938,0.0,1722,16
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,1.040433406829834,11.926651000976562,0.0,1748,16
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Love,1.0836291313171387,11.966045379638672,0.0,1738,16
Bagus dan ini order saya yang kedua.,Happy,Happy,0.8560428619384766,12.374980926513672,0.0,1717,16
Teksturnya creamy. Gampang dipakai. Packaging aman ??.,Happy,Happy,1.0682449340820312,12.697402954101562,0.0,1723,16
"masker bagus,sesuai harga`",Happy,Happy,1.6389713287353516,12.902656555175781,0.0,1717,16
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,Love,1.6316604614257812,12.897174835205078,0.0,1731,16
respon baik mutu lumayan hrg terjangkau,Happy,Happy,1.0204167366027832,12.027042388916016,0.0,1720,16
Kualitas Produk Bagus. Produk Sesuai,Happy,Happy,1.1755850315093994,12.02850341796875,0.0,1719,16
"Bahan bagus, kain bisa melebar dan elastis",Happy,Happy,1.0851893424987793,11.99472427368164,0.0,1720,16
"Cepat, rapih dan aman. Saya mau beli lagi nanti ya",Happy,Love,1.6867804527282715,11.987178802490234,0.0,1723,16
Cepat dan packing amanah bgt.kualitas susu sdh terjamin enak dan bermanfaat.thanks.,Happy,Love,0.9992153644561768,11.985836029052734,0.0,1732,16
barang telah sampai dengan packaging yg bagus,Happy,Happy,1.7194159030914307,12.069046020507812,0.0,1716,16
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Happy,Happy,1.0663666725158691,12.076244354248047,0.0,1729,16
"bagus, bisa nempel di kayu",Happy,Happy,1.1083984375,12.076026916503906,0.0,1718,16
"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).",Happy,Happy,1.1972787380218506,12.031204223632812,0.0,1762,16
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Happy,Love,0.9381227493286133,12.058998107910156,0.0,1744,16
Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,Happy,Happy,0.7885010242462158,12.11086654663086,0.0,1746,16
Pertama x custom dan hasil ny sesuai request,Happy,Happy,1.6479952335357666,12.122932434082031,0.0,1718,16
mantap paten joss,Happy,Happy,1.0534980297088623,12.11141586303711,0.0,1715,16
packing rapih aman makasih,Happy,Happy,1.0132291316986084,12.085006713867188,0.0,1716,16
warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,Sadness,Fear,1.0576472282409668,12.063579559326172,0.0,1734,16
Ada 1 shade yg salah kirim,Sadness,Fear,0.929466724395752,12.057838439941406,0.0,1717,16
barang biasa aja ...bahan kurang bgitu bagus,Sadness,Sadness,0.8970584869384766,12.124027252197266,0.0,1719,17
Jahitannya berantakan banget. gak kenceng aku benyeng dikit udah pada copot jahitannya...sedih,Sadness,Sadness,0.9577491283416748,12.22482681274414,0.0,1738,17
"bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro-boro ada penjelasan. seller g asiiiik g bs d ajak komunikasi",Sadness,Sadness,1.0183467864990234,12.207012176513672,0.0,1760,17
"Packingnya cm kresek krg aman, jd pas dateng peot pdhl buat d jual, haduhh..",Sadness,Sadness,1.5748729705810547,12.178436279296875,0.0,1734,17
"Kecewa dengan waktu pengiriman. Order jam 11.52 sengaja pilih sameday biar hari itu juga sampainya karena butuh cepat gendongan ini. Malah dikirim hari berikutnya. Kalau tidak bisa kirim di hari yang sama, tidak perlu diaktifkan pilihan kurir samedaynya. Atau infokan, untuk sameday itu maksimal order jam berapa baru bisa dikirim di hari yang sama.",Sadness,Sadness,1.0815160274505615,12.153759002685547,0.0,1796,17
