text,actual,predicted,latency_sec,ram_gb,vram_gb
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,51.72780728340149,13.31216049194336,3.55291748046875
"Ada sedikit cacat, selainnya oke",Happy,Sadness,35.15115213394165,13.78103256225586,3.55291748046875
Jadi semangat mancing.,Happy,Happy,34.885568141937256,14.00714111328125,3.55291748046875
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,36.13730549812317,13.490867614746094,3.55291748046875
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,35.84648084640503,13.445823669433594,3.55291748046875
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,34.27179288864136,13.36600112915039,3.55291748046875
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Happy,35.67701530456543,13.530662536621094,3.55291748046875
Bagus mantab jernih,Happy,Happy,34.258906841278076,13.506126403808594,3.55291748046875
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,35.49290132522583,13.493244171142578,3.55291748046875
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Love,35.47313976287842,13.477798461914062,3.55291748046875
"lumayan lah, buat pemanasan",Happy,Happy,34.30859613418579,13.538890838623047,3.55291748046875
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,35.53178000450134,13.565620422363281,3.55291748046875
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,35.92013382911682,13.183956146240234,3.55291748046875
barang bagus dan layanan bagus,Happy,Happy,34.62699604034424,13.415271759033203,3.55291748046875
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Happy,35.48221683502197,13.270317077636719,3.55291748046875
"Cepet nyampe, seller oke",Happy,Happy,34.34601354598999,13.308067321777344,3.55291748046875
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,35.61370778083801,13.346500396728516,3.55291748046875
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Happy,35.63735842704773,13.286453247070312,3.55291748046875
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Sadness,35.96016979217529,13.276195526123047,3.55291748046875
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Love,39.63300561904907,13.32614517211914,3.55291748046875
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,35.52277398109436,13.152759552001953,3.55291748046875
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Love,35.49291491508484,13.143688201904297,3.55291748046875
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,35.508079051971436,13.140235900878906,3.55291748046875
"mantap, bagus dan teba",Happy,Happy,34.195533752441406,13.121604919433594,3.55291748046875
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,35.55091667175293,13.149391174316406,3.55291748046875
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,35.50049901008606,13.122779846191406,3.55291748046875
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Love,35.51713442802429,13.137901306152344,3.55291748046875
Bagus dan ini order saya yang kedua.,Happy,Happy,34.27230095863342,13.119132995605469,3.55291748046875
Teksturnya creamy. Gampang dipakai. Packaging aman ??.,Happy,Happy,35.60603904724121,13.173358917236328,3.55291748046875
"masker bagus,sesuai harga`",Happy,Happy,34.22152757644653,13.132877349853516,3.55291748046875
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,Love,35.47457695007324,13.112781524658203,3.55291748046875
respon baik mutu lumayan hrg terjangkau,Happy,Happy,35.48082900047302,13.141979217529297,3.55291748046875
Kualitas Produk Bagus. Produk Sesuai,Happy,Happy,35.52772116661072,13.204429626464844,3.55291748046875
"Bahan bagus, kain bisa melebar dan elastis",Happy,Happy,35.520103454589844,13.153160095214844,3.55291748046875
"Cepat, rapih dan aman. Saya mau beli lagi nanti ya",Happy,Happy,35.52461338043213,13.174339294433594,3.55291748046875
Cepat dan packing amanah bgt.kualitas susu sdh terjamin enak dan bermanfaat.thanks.,Happy,Happy,35.45074391365051,13.1524658203125,3.55291748046875
barang telah sampai dengan packaging yg bagus,Happy,Happy,34.32259726524353,13.179458618164062,3.55291748046875
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Happy,Happy,35.49478268623352,13.114433288574219,3.55291748046875
"bagus, bisa nempel di kayu",Happy,Happy,34.340452671051025,13.144813537597656,3.55291748046875
"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).",Happy,Happy,35.57077383995056,13.105697631835938,3.55291748046875
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Happy,Love,35.54113149642944,13.09686279296875,3.55291748046875
Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,Happy,Happy,35.45327425003052,13.160186767578125,3.55291748046875
Pertama x custom dan hasil ny sesuai request,Happy,Happy,34.18131136894226,13.13070297241211,3.55291748046875
mantap paten joss,Happy,Happy,34.23552942276001,13.215984344482422,3.55291748046875
packing rapih aman makasih,Happy,Happy,34.25085210800171,13.260318756103516,3.55291748046875
warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,Sadness,Sadness,35.78842496871948,13.330142974853516,3.55291748046875
Ada 1 shade yg salah kirim,Sadness,Sadness,34.62644410133362,13.355667114257812,3.55291748046875
barang biasa aja ...bahan kurang bgitu bagus,Sadness,Sadness,34.50527310371399,13.335334777832031,3.55291748046875
Jahitannya berantakan banget. gak kenceng aku benyeng dikit udah pada copot jahitannya...sedih,Sadness,Sadness,35.99918603897095,13.279857635498047,3.55291748046875
