text,actual,predicted,latency_sec,ram_gb,vram_gb,prompt_tokens,completion_tokens
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,2.777827024459839,11.883682250976562,0.0,1983,16
"Ada sedikit cacat, selainnya oke",Happy,Sadness,1.9021363258361816,11.83282470703125,0.0,1978,17
Jadi semangat mancing.,Happy,Happy,1.7641208171844482,11.850822448730469,0.0,1976,16
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,1.2362263202667236,11.869125366210938,0.0,1982,16
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,1.2810180187225342,11.91646957397461,0.0,1986,16
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,1.3685996532440186,11.865081787109375,0.0,1979,16
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Love,1.3307182788848877,11.777488708496094,0.0,1989,16
Bagus mantab jernih,Happy,Happy,1.9675202369689941,11.750930786132812,0.0,1977,16
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,8.047158479690552,11.713436126708984,0.0,1985,16
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,1.7327768802642822,11.727272033691406,0.0,2004,16
"lumayan lah, buat pemanasan",Happy,Happy,2.141000986099243,12.128639221191406,0.0,1977,16
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,1.247354507446289,12.14608383178711,0.0,1987,16
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,1.085282564163208,11.828250885009766,0.0,1998,16
barang bagus dan layanan bagus,Happy,Happy,1.2652719020843506,11.864486694335938,0.0,1975,16
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Happy,1.9459476470947266,11.814308166503906,0.0,1992,16
"Cepet nyampe, seller oke",Happy,Happy,1.8150875568389893,11.889442443847656,0.0,1977,16
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy,Happy,1.1689002513885498,11.91827392578125,0.0,2012,16
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,Happy,1.343749761581421,11.855167388916016,0.0,1998,16
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy,Fear,1.271831750869751,11.897960662841797,0.0,2032,16
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Happy,Love,2.0742907524108887,11.88931655883789,0.0,2207,16
"sesuai dengan pesanan, bahan halus, kayaknya adem...",Happy,Happy,1.9539127349853516,11.90093994140625,0.0,1984,16
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Happy,Love,1.3492987155914307,11.90329360961914,0.0,2003,16
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Happy,Happy,1.452397108078003,11.895576477050781,0.0,1983,16
"mantap, bagus dan teba",Happy,Happy,1.8435490131378174,11.92984390258789,0.0,1977,16
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,2.1886954307556152,11.888973236083984,0.0,1983,16
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,1.1856045722961426,11.84967041015625,0.0,2009,16
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Love,1.18865966796875,11.821800231933594,0.0,1999,16
Bagus dan ini order saya yang kedua.,Happy,Happy,1.2418630123138428,11.795223236083984,0.0,1978,16
Teksturnya creamy. Gampang dipakai. Packaging aman ??.,Happy,Happy,1.386866807937622,11.779293060302734,0.0,1984,16
"masker bagus,sesuai harga`",Happy,Happy,1.2603535652160645,11.539131164550781,0.0,1978,16
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,Love,1.107131004333496,11.556964874267578,0.0,1992,16
respon baik mutu lumayan hrg terjangkau,Happy,Happy,1.2240018844604492,11.564281463623047,0.0,1981,16
Kualitas Produk Bagus. Produk Sesuai,Happy,Happy,1.2700133323669434,11.570728302001953,0.0,1980,16
"Bahan bagus, kain bisa melebar dan elastis",Happy,Happy,1.6211938858032227,11.625038146972656,0.0,1981,16
"Cepat, rapih dan aman. Saya mau beli lagi nanti ya",Happy,Love,1.9364969730377197,11.61376953125,0.0,1984,16
Cepat dan packing amanah bgt.kualitas susu sdh terjamin enak dan bermanfaat.thanks.,Happy,Happy,1.4242780208587646,11.639938354492188,0.0,1993,16
barang telah sampai dengan packaging yg bagus,Happy,Happy,1.4256315231323242,11.52267074584961,0.0,1977,16
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Happy,Happy,1.2384369373321533,11.499622344970703,0.0,1990,16
"bagus, bisa nempel di kayu",Happy,Happy,1.3713300228118896,11.472175598144531,0.0,1979,16
"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).",Happy,Happy,1.4793915748596191,11.457050323486328,0.0,2023,16
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Happy,Love,1.446685791015625,11.442073822021484,0.0,2005,16
Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,Happy,Happy,1.3089284896850586,11.436119079589844,0.0,2007,16
Pertama x custom dan hasil ny sesuai request,Happy,Happy,2.407404661178589,11.425971984863281,0.0,1979,16
mantap paten joss,Happy,Love,2.169313430786133,11.42544937133789,0.0,1976,16
packing rapih aman makasih,Happy,Happy,1.1773557662963867,11.422489166259766,0.0,1977,16
warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,Sadness,Sadness,1.9834611415863037,11.39044189453125,0.0,1995,17
Ada 1 shade yg salah kirim,Sadness,Sadness,1.4475562572479248,11.39310073852539,0.0,1978,17
barang biasa aja ...bahan kurang bgitu bagus,Sadness,Sadness,1.2572226524353027,11.413406372070312,0.0,1980,17
