title,actual,predicted,latency_sec,ram_gb,vram_gb
Gunung Sampah di Cilebut Bogor Bikin Sungai Ciliwung Tercemar,0,0,24.663991689682007,14.782970428466797,3.43377685546875
"Tulis 'Orang-Orang Biasa', Andrea Hirata Perjuangkan Pendidikan untuk Kaum Tak Mampu",0,0,5.767926931381226,14.638885498046875,3.43377685546875
"43 Penerbangan Terganggu Asap, Ratusan Penumpang Tujuan Kalimantan Telantar",0,0,5.719146728515625,14.589366912841797,3.43377685546875
"Bicara soal Gading Marten, Gisella Anastasia Menahan Tangis",1,0,5.555646657943726,14.490089416503906,3.43377685546875
Pelatih Leicester Tatap Laga Kontra Man United dengan Kepercayaan Diri Tinggi,0,0,5.56801700592041,14.47293472290039,3.43377685546875
"Terdampak Tol Desari, Jalan Tanah Baru Depok Akan Diperlebar Tahun Ini",0,0,6.460275411605835,14.645748138427734,3.43377685546875
Polemik PB Djarum vs KPAI yang Berujung Stop Audisi...,1,0,5.8612494468688965,14.765949249267578,3.43377685546875
Laode Ungkap Banyak Karyawan KPK Menangis Pasca Revisi UU Disahkan,0,0,5.829961538314819,14.67425537109375,3.43377685546875
"Permintaan Terakhir Bocah yang Dibully Hingga Tewas, Fatir Ahmad Sebut Nama Seseorang Agar Ditangkap",1,0,5.777418613433838,14.655059814453125,3.43377685546875
"Habibie Wafat, R80 Diusulkan Jadi Proyek Strategis Nasional",0,0,5.8202738761901855,14.67667007446289,3.43377685546875
Walhi Minta Restorasi Gambut Dievaluasi,0,0,6.04857325553894,14.595226287841797,3.43377685546875
"Soal Perburuan Scudetto, Llorente: Tekanan Ada pada Juventus",0,0,6.2844014167785645,14.54965591430664,3.43377685546875
"Ada Petisi Ganti Nama BIJB dengan BJ Habibie, Ridwan Kamil Beri Dukungan",0,0,5.76947546005249,14.574100494384766,3.43377685546875
"Anggaran Bansos Naik, Warga tak Hanya Dapat Beras dan Telur",0,0,5.6640236377716064,14.772289276123047,3.43377685546875
Inggris Mengaku Tak Tahu Dalang Serangan Kilang Minyak Saudi,0,0,5.544265031814575,14.622547149658203,3.43377685546875
Ingin Jadi Digital Marketing Sukses? Pastikan Punya Sifat ini,1,0,5.27498722076416,14.61697006225586,3.43377685546875
"Jelang Pernikahan, Hailey Baldwin Dapat Pesta Bachelorette yang Seru dan Nakal!",1,1,5.172450065612793,14.58719253540039,3.43377685546875
"Barbie Kumalasari Bocorkan Honor Sekali Tampil di TV, Tembus Dua Digit!",1,1,5.199873447418213,14.57724380493164,3.43377685546875
"Tak Malu jadi Sugar Baby, Jeane Ajak Sesama Wanita untuk Ikuti Caranya Cari Uang, Mau?",1,1,5.406598806381226,14.83587646484375,3.43377685546875
"Ramal Banyak Artis Narkoba Hingga Cerai Tahun Ini, Roy Kiyoshi: Orangnya Gak Disangka-Sangka",1,1,5.255134582519531,14.840400695800781,3.43377685546875
"Selotip Mulut, Jurnalis KBB-Cimahi Tolak Kekerasan dan RKUHP",0,0,5.621900320053101,14.72719955444336,3.43377685546875
"Penentu Kemenangan Man United, Mason Greenwood Dipuji Solskajer",0,0,6.072287321090698,14.706748962402344,3.43377685546875
"Tumbuh 10 Cm, 'Tanduk Setan' di Kepala Pria India Dioperasi",1,0,5.435616731643677,14.672096252441406,3.43377685546875
"Foto Jihyo TWICE Sering Datangi Rumah Kang Daniel, Sudah 7 Bulan Pacaran?",1,1,5.240461826324463,14.744632720947266,3.43377685546875
"Akibat Kabut Asap, Citilink Gagal Mendarat di Aek Godang",0,0,5.626124143600464,14.718544006347656,3.43377685546875
"Si Bodat ini Serahkan Perawan Pacar Buat Teman, Setelah Itu Digilir",1,1,5.494553327560425,14.732589721679688,3.43377685546875
"40 Persen Dewan Ciamis Gadaikan SK, Ketua: Daripada Mencuri Uang Negara",0,0,5.733317613601685,14.922542572021484,3.43377685546875
KPU Ajukan Rp 17 M untuk Pilwakot Solo 2020,0,0,5.211315870285034,14.899703979492188,3.43377685546875
"Sinopsis Drama STILL 17 Episode 25, Titik Cerah Pencarian Shin Hye Sun",0,0,5.581517219543457,14.94473648071289,3.43377685546875
"Hindari Konsumsi Madu pada Bayi, Ini Alasannya",1,0,5.294575214385986,14.815780639648438,3.43377685546875
"Tampil Cantik saat Kondangan, Ini 4 Inspirasi Dress untuk Hijabers",1,1,5.292431592941284,14.801658630371094,3.43377685546875
"Data Pelanggan Lion Air Bocor, Menkominfo Sebut Bukti Urgensi RUU PDP",0,0,5.61109185218811,14.826118469238281,3.43377685546875
BWA Targetkan 1 Juta Wakaf Alquran ,0,0,5.78975772857666,14.889320373535156,3.43377685546875
