text,actual,predicted,latency_sec,ram_gb,vram_gb,prompt_tokens,completion_tokens
buahnya bagus... kurirnya ok sellernya juga ok,Happy,Happy,4.386416673660278,13.659759521484375,0.0,1464,7
"Ada sedikit cacat, selainnya oke",Happy,Sadness,4.430718660354614,13.716690063476562,0.0,1460,8
Jadi semangat mancing.,Happy,Happy,4.424753904342651,13.567642211914062,0.0,1456,7
Cepat tiba n kemasan bagus. barangnya juga bagus,Happy,Happy,2.6015145778656006,13.568435668945312,0.0,1464,7
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Happy,Happy,4.245580434799194,13.545955657958984,0.0,1468,7
pelayanan memuaskan dan barang sesuai ??,Happy,Happy,3.5422141551971436,13.627727508544922,0.0,1461,7
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Happy,Happy,4.583172559738159,13.722148895263672,0.0,1472,7
Bagus mantab jernih,Happy,Happy,4.417561292648315,13.41314697265625,0.0,1459,7
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy,Happy,2.798607349395752,13.39523696899414,0.0,1467,7
"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",Happy,Happy,3.6536943912506104,13.376335144042969,0.0,1484,7
"lumayan lah, buat pemanasan",Happy,Happy,4.689712285995483,13.550594329833984,0.0,1460,7
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Happy,Happy,3.873798131942749,13.540019989013672,0.0,1470,7
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,Happy,3.4447405338287354,13.546424865722656,0.0,1476,7
barang bagus dan layanan bagus,Happy,Happy,3.039293050765991,13.485145568847656,0.0,1457,7
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy,Happy,3.037046432495117,13.534873962402344,0.0,1472,7
"Cepet nyampe, seller oke",Happy,Happy,2.7685961723327637,13.566768646240234,0.0,1459,7
