title,actual,predicted,latency_sec,ram_gb,vram_gb
Gunung Sampah di Cilebut Bogor Bikin Sungai Ciliwung Tercemar,0,0,37.89774966239929,13.214557647705078,3.55291748046875
"Tulis 'Orang-Orang Biasa', Andrea Hirata Perjuangkan Pendidikan untuk Kaum Tak Mampu",0,0,7.735761404037476,13.24289321899414,3.55291748046875
"43 Penerbangan Terganggu Asap, Ratusan Penumpang Tujuan Kalimantan Telantar",0,0,7.437353849411011,12.972801208496094,3.55291748046875
"Bicara soal Gading Marten, Gisella Anastasia Menahan Tangis",1,1,6.662147760391235,12.930709838867188,3.55291748046875
Pelatih Leicester Tatap Laga Kontra Man United dengan Kepercayaan Diri Tinggi,0,0,7.652834415435791,12.944690704345703,3.55291748046875
"Terdampak Tol Desari, Jalan Tanah Baru Depok Akan Diperlebar Tahun Ini",0,0,7.90436863899231,13.1563720703125,3.55291748046875
Polemik PB Djarum vs KPAI yang Berujung Stop Audisi...,1,1,6.6775054931640625,13.124225616455078,3.55291748046875
Laode Ungkap Banyak Karyawan KPK Menangis Pasca Revisi UU Disahkan,0,1,7.451085090637207,13.12847900390625,3.55291748046875
"Permintaan Terakhir Bocah yang Dibully Hingga Tewas, Fatir Ahmad Sebut Nama Seseorang Agar Ditangkap",1,1,7.221734285354614,13.21148681640625,3.55291748046875
"Habibie Wafat, R80 Diusulkan Jadi Proyek Strategis Nasional",0,0,7.282382965087891,12.654899597167969,3.55291748046875
Walhi Minta Restorasi Gambut Dievaluasi,0,0,7.514400482177734,12.676067352294922,3.55291748046875
"Soal Perburuan Scudetto, Llorente: Tekanan Ada pada Juventus",0,0,7.182806968688965,12.76913833618164,3.55291748046875
"Ada Petisi Ganti Nama BIJB dengan BJ Habibie, Ridwan Kamil Beri Dukungan",0,0,8.568200588226318,12.92184066772461,3.55291748046875
"Anggaran Bansos Naik, Warga tak Hanya Dapat Beras dan Telur",0,0,7.276614427566528,12.911178588867188,3.55291748046875
Inggris Mengaku Tak Tahu Dalang Serangan Kilang Minyak Saudi,0,0,7.115077018737793,12.919525146484375,3.55291748046875
Ingin Jadi Digital Marketing Sukses? Pastikan Punya Sifat ini,1,1,6.5517706871032715,12.921218872070312,3.55291748046875
"Jelang Pernikahan, Hailey Baldwin Dapat Pesta Bachelorette yang Seru dan Nakal!",1,1,7.193352699279785,13.018531799316406,3.55291748046875
"Barbie Kumalasari Bocorkan Honor Sekali Tampil di TV, Tembus Dua Digit!",1,1,7.020986080169678,12.992759704589844,3.55291748046875
"Tak Malu jadi Sugar Baby, Jeane Ajak Sesama Wanita untuk Ikuti Caranya Cari Uang, Mau?",1,1,7.073378562927246,12.98858642578125,3.55291748046875
"Ramal Banyak Artis Narkoba Hingga Cerai Tahun Ini, Roy Kiyoshi: Orangnya Gak Disangka-Sangka",1,1,7.0936830043792725,13.038951873779297,3.55291748046875
"Selotip Mulut, Jurnalis KBB-Cimahi Tolak Kekerasan dan RKUHP",0,0,7.791802883148193,13.008686065673828,3.55291748046875
"Penentu Kemenangan Man United, Mason Greenwood Dipuji Solskajer",0,0,7.063966512680054,13.018821716308594,3.55291748046875
